ID,Gender,Age,Education_Level,Job_Role,Experience_Years,Region,Salary_LPA
7427,Male,29,Graduate,Sales Executive,9,Metro,5.49
7428,Male,23,Postgraduate,Manager,3,Tier-2,9.17
7429,Female,33,Graduate,Software Engineer,1,Tier-2,4.55
7430,Female,21,Graduate,Software Engineer,1,Metro,4.35
7431,Female,32,Postgraduate,Data Analyst,12,Metro,7.99
7432,Male,22,Graduate,Sales Executive,1,Rural,2.4
7433,Female,35,Postgraduate,Manager,5,Metro,12.59
7434,Female,25,Postgraduate,Data Analyst,1,Tier-2,2.86
7435,Male,28,PhD,Consultant,4,Metro,8.16
7436,Female,34,Graduate,Software Engineer,12,Metro,10.24
7437,Female,26,Graduate,Teacher,5,Metro,2.35
7438,Female,31,Graduate,Technician,6,Metro,3.63
7439,Male,21,Graduate,Data Analyst,0,Metro,4.11
7440,Male,36,Postgraduate,Data Analyst,15,Tier-2,8.73
7441,Male,44,Graduate,Software Engineer,24,Metro,17.81
7442,Female,51,Postgraduate,HR Executive,11,Metro,6.28
7443,Female,32,Graduate,HR Executive,11,Metro,5.32
7444,Male,37,Postgraduate,Consultant,4,Metro,9.19
7445,Female,21,12th Pass,Technician,1,Metro,2.24
7446,Male,42,Postgraduate,Consultant,5,Tier-2,7.88
7447,Female,37,Graduate,Data Analyst,8,Metro,6.8
7448,Female,28,Graduate,Software Engineer,4,Metro,6.73
7449,Female,40,Postgraduate,Data Analyst,20,Tier-2,8.74
7450,Male,30,Graduate,Software Engineer,6,Rural,5.16
7451,Male,28,Postgraduate,Manager,1,Metro,10.23
7452,Male,35,PhD,Consultant,2,Tier-2,5.84
7453,Female,24,Graduate,Teacher,3,Metro,1.92
7454,Female,39,Postgraduate,Manager,1,Tier-2,7.85
7455,Female,24,Graduate,Teacher,1,Tier-2,2.25
7456,Male,24,Graduate,HR Executive,1,Tier-2,4.2
7457,Female,25,Graduate,Software Engineer,3,Rural,3.72
7458,Male,37,PhD,Research Scholar,13,Metro,9.56
7459,Male,27,Graduate,Technician,1,Metro,1.82
7460,Male,22,Graduate,Teacher,2,Metro,3.19
7461,Male,27,PhD,Research Scholar,5,Tier-2,6.13
7462,Male,31,Graduate,Software Engineer,4,Tier-2,6.11
7463,Male,23,Postgraduate,HR Executive,2,Metro,4.1
7464,Female,23,Postgraduate,Teacher,2,Metro,2.51
7465,Male,46,Graduate,Technician,15,Tier-2,4.83
7466,Male,25,Graduate,HR Executive,5,Metro,6.2
7467,Male,29,Graduate,Teacher,4,Metro,3.11
7468,Male,29,Postgraduate,Teacher,1,Metro,3.26
7469,Female,29,Postgraduate,Data Analyst,1,Metro,4.45
7470,Female,36,Graduate,HR Executive,11,Metro,5.69
7471,Male,38,Graduate,Software Engineer,0,Metro,4.78
7472,Other,29,PhD,Teacher,2,Metro,3.28
7473,Male,23,Graduate,Software Engineer,3,Rural,4.06
7474,Male,40,Postgraduate,Manager,15,Metro,21.2
7475,Female,31,Graduate,Sales Executive,6,Tier-2,3.24
7476,Female,44,Postgraduate,Consultant,20,Tier-2,13.85
7477,Male,21,Graduate,Software Engineer,0,Rural,3.69
7478,Male,33,Graduate,HR Executive,8,Tier-2,4.88
7479,Female,45,Graduate,Teacher,5,Tier-2,2.51
7480,Female,29,Graduate,HR Executive,1,Tier-2,3.12
7481,Other,30,Graduate,HR Executive,0,Metro,2.78
7482,Female,34,Postgraduate,Consultant,0,Tier-2,4.09
7483,Female,28,Postgraduate,Manager,8,Metro,13.86
7484,Female,29,Graduate,Software Engineer,5,Metro,6.31
7485,Female,29,Graduate,Sales Executive,5,Metro,3.18
7486,Other,27,Postgraduate,Data Analyst,3,Metro,3.19
7487,Female,40,Postgraduate,Consultant,11,Metro,12.65
7488,Female,35,Graduate,Data Analyst,13,Tier-2,6.41
7489,Male,33,Postgraduate,Manager,1,Rural,6.24
7490,Female,37,Postgraduate,Consultant,9,Metro,11.32
7491,Female,30,Postgraduate,Manager,2,Metro,8.76
7492,Male,26,Graduate,HR Executive,2,Rural,2.97
7493,Male,27,Graduate,Software Engineer,7,Tier-2,7.61
7494,Male,32,Postgraduate,Consultant,5,Rural,5.79
7495,Female,24,Postgraduate,Manager,0,Metro,7.67
7496,Female,28,Postgraduate,HR Executive,0,Tier-2,1.96
7497,Male,28,Graduate,Data Analyst,1,Tier-2,4.33
7498,Male,46,Postgraduate,Manager,14,Metro,20.77
7499,Female,21,Graduate,Sales Executive,0,Metro,1.72
7500,Female,30,Graduate,HR Executive,4,Metro,3.91
7501,Male,44,Graduate,HR Executive,19,Metro,9.82
7502,Female,32,Postgraduate,Manager,0,Rural,5.57
7503,Female,37,Postgraduate,Data Analyst,10,Metro,6.31
7504,Female,32,Graduate,Software Engineer,12,Tier-2,7.57
7505,Female,27,Postgraduate,Manager,0,Tier-2,7.54
7506,Male,21,Graduate,Sales Executive,1,Metro,3.61
7507,Female,33,Postgraduate,Manager,8,Tier-2,10.95
7508,Female,26,Postgraduate,HR Executive,1,Metro,2.52
7509,Female,26,Postgraduate,Teacher,4,Metro,2.03
7510,Male,28,Graduate,Software Engineer,0,Rural,3.06
7511,Female,44,Graduate,Software Engineer,20,Metro,13.46
7512,Female,48,Postgraduate,Consultant,0,Metro,4.38
7513,Female,33,Graduate,Teacher,3,Tier-2,2.13
7514,Female,28,Postgraduate,Teacher,4,Tier-2,1.84
7515,Male,23,Postgraduate,HR Executive,1,Tier-2,2.39
7516,Male,35,Graduate,Teacher,10,Rural,3.22
7517,Male,44,Postgraduate,Manager,2,Metro,11.28
7518,Male,30,Postgraduate,HR Executive,1,Tier-2,3.91
7519,Female,21,12th Pass,Technician,1,Rural,1.5
7520,Male,36,Postgraduate,Teacher,10,Metro,3.58
7521,Male,38,PhD,Research Scholar,2,Tier-2,4.18
7522,Female,21,Graduate,Teacher,1,Metro,2.88
7523,Female,33,Postgraduate,Manager,0,Metro,7.9
7524,Female,35,Graduate,Sales Executive,10,Metro,4.01
7525,Female,31,Graduate,Teacher,4,Tier-2,1.74
7526,Male,26,Graduate,Teacher,1,Rural,2.52
7527,Male,39,Postgraduate,HR Executive,14,Tier-2,7.53
7528,Male,29,Graduate,Teacher,1,Rural,1.99
7529,Male,21,12th Pass,Technician,0,Metro,1.72
7530,Male,21,Graduate,HR Executive,1,Metro,4.55
7531,Male,40,Graduate,Technician,19,Rural,3.91
7532,Male,36,Graduate,Software Engineer,6,Rural,5.79
7533,Male,32,Postgraduate,HR Executive,0,Metro,4.46
7534,Male,28,Graduate,HR Executive,7,Tier-2,4.44
7535,Female,28,Postgraduate,Data Analyst,8,Metro,6.94
7536,Female,24,Graduate,Data Analyst,1,Metro,4.37
7537,Male,28,Graduate,Teacher,5,Rural,2.36
7538,Male,21,Graduate,Data Analyst,1,Tier-2,3.71
7539,Female,26,Postgraduate,Data Analyst,5,Metro,4.79
7540,Male,29,Postgraduate,Consultant,9,Metro,12.54
7541,Female,36,PhD,Teacher,6,Metro,3.3
7542,Male,31,Postgraduate,Data Analyst,5,Tier-2,4.36
7543,Male,37,Postgraduate,Manager,16,Metro,21.24
7544,Female,41,Postgraduate,Data Analyst,20,Rural,7.15
7545,Male,39,Postgraduate,Consultant,7,Tier-2,9.91
7546,Male,35,Postgraduate,Manager,11,Metro,17.18
7547,Female,32,Graduate,Data Analyst,9,Tier-2,5.17
7548,Other,25,Postgraduate,Manager,0,Metro,8.47
7549,Female,37,Postgraduate,Teacher,3,Metro,1.86
7550,Female,43,Postgraduate,Consultant,9,Metro,11.75
7551,Female,34,Graduate,Technician,5,Rural,2.16
7552,Male,45,Graduate,Data Analyst,6,Metro,7.05
7553,Male,21,12th Pass,Sales Executive,0,Tier-2,2.68
7554,Male,23,Graduate,Teacher,2,Metro,3.48
7555,Male,37,Graduate,Sales Executive,7,Metro,3.2
7556,Female,33,Graduate,HR Executive,2,Tier-2,2.93
7557,Male,41,Graduate,Sales Executive,7,Tier-2,3
7558,Male,31,Graduate,Teacher,4,Metro,4.11
7559,Male,25,Postgraduate,Manager,0,Metro,10.03
7560,Male,30,PhD,Research Scholar,5,Metro,5.23
7561,Male,21,12th Pass,Sales Executive,1,Metro,2.34
7562,Male,24,Graduate,Technician,0,Tier-2,1.5
7563,Female,38,Graduate,Sales Executive,2,Metro,3.1
7564,Female,38,Graduate,HR Executive,13,Tier-2,5.44
7565,Female,34,Postgraduate,Consultant,3,Tier-2,5.44
7566,Female,21,Graduate,Teacher,1,Metro,2.33
7567,Female,29,Postgraduate,Consultant,3,Metro,6.12
7568,Male,23,Graduate,Teacher,2,Metro,2.23
7569,Female,40,PhD,Research Scholar,4,Metro,4.5
7570,Male,27,Graduate,Data Analyst,0,Tier-2,3.86
7571,Male,24,Graduate,HR Executive,2,Metro,3.92
7572,Female,32,Graduate,Software Engineer,7,Tier-2,6.48
7573,Male,27,Postgraduate,Manager,1,Metro,10.36
7574,Male,42,Graduate,Software Engineer,1,Metro,5.73
7575,Male,26,Graduate,Data Analyst,3,Metro,4.3
7576,Male,22,Graduate,Data Analyst,0,Tier-2,2.24
7577,Female,21,12th Pass,Technician,1,Metro,1.5
7578,Male,31,Graduate,Sales Executive,9,Tier-2,3.44
7579,Female,28,Graduate,Teacher,1,Metro,2.26
7580,Male,21,12th Pass,Sales Executive,0,Metro,1.77
7581,Male,40,Postgraduate,Teacher,4,Metro,3.06
7582,Male,36,Postgraduate,Data Analyst,6,Metro,4.94
7583,Female,31,Graduate,Software Engineer,4,Tier-2,5.35
7584,Female,41,Graduate,Software Engineer,5,Metro,7.44
7585,Male,36,Postgraduate,HR Executive,0,Metro,2.51
7586,Other,26,Postgraduate,Data Analyst,4,Tier-2,3.12
7587,Female,24,Postgraduate,Manager,2,Metro,9.39
7588,Male,37,Postgraduate,Manager,12,Metro,18.14
7589,Male,34,Graduate,Technician,11,Tier-2,2.65
7590,Female,33,PhD,Consultant,0,Metro,4.45
7591,Male,26,Postgraduate,Data Analyst,4,Rural,4.16
7592,Male,36,Graduate,Software Engineer,14,Metro,12.99
7593,Male,26,Graduate,Teacher,0,Metro,3.5
7594,Male,31,Graduate,Technician,2,Rural,1.73
7595,Male,42,Graduate,HR Executive,14,Tier-2,7.36
7596,Female,27,PhD,Consultant,0,Metro,5.95
7597,Female,21,Graduate,Teacher,1,Tier-2,2.57
7598,Female,24,Graduate,Teacher,4,Metro,1.86
7599,Female,38,Graduate,Sales Executive,7,Metro,4.12
7600,Male,33,Postgraduate,Manager,5,Tier-2,11.28
7601,Male,31,Graduate,HR Executive,3,Metro,4.63
7602,Female,28,Postgraduate,Consultant,3,Metro,7.1
7603,Male,35,Postgraduate,Data Analyst,15,Metro,10.48
7604,Female,26,Postgraduate,Teacher,3,Metro,3.64
7605,Male,34,Postgraduate,Teacher,5,Metro,4.22
7606,Male,26,Postgraduate,Data Analyst,0,Metro,4.49
7607,Male,25,Postgraduate,Manager,3,Tier-2,9.85
7608,Female,27,Graduate,Data Analyst,1,Metro,3.93
7609,Female,29,Postgraduate,Teacher,5,Metro,2.84
7610,Female,31,Graduate,Data Analyst,10,Rural,4.33
7611,Female,33,Graduate,HR Executive,0,Tier-2,3.34
7612,Male,21,12th Pass,Technician,0,Metro,3.37
7613,Male,26,Postgraduate,Data Analyst,3,Rural,3.51
7614,Male,29,Graduate,Sales Executive,5,Rural,3.05
7615,Male,42,Postgraduate,Manager,6,Metro,13.79
7616,Female,24,Postgraduate,Teacher,3,Tier-2,2.1
7617,Female,33,Graduate,Teacher,0,Tier-2,2.32
7618,Female,42,Postgraduate,Manager,7,Metro,12.88
7619,Female,22,Graduate,Data Analyst,0,Metro,2.2
7620,Female,34,Postgraduate,Data Analyst,4,Tier-2,3.59
7621,Female,26,Graduate,Data Analyst,5,Metro,4.76
7622,Male,28,Postgraduate,HR Executive,5,Tier-2,3.59
7623,Female,26,Postgraduate,Manager,6,Metro,12.1
7624,Female,26,Graduate,Data Analyst,6,Rural,4.17
7625,Female,51,Graduate,Software Engineer,20,Tier-2,12.2
7626,Male,37,Postgraduate,Manager,16,Tier-2,17.95
7627,Male,39,PhD,Research Scholar,8,Metro,7.5
7628,Male,35,Graduate,HR Executive,14,Tier-2,5.9
7629,Male,21,12th Pass,Technician,1,Metro,3.18
7630,Male,34,PhD,Research Scholar,12,Tier-2,6.69
7631,Male,39,Graduate,Data Analyst,8,Metro,7.43
7632,Male,26,PhD,Consultant,2,Tier-2,6.43
7633,Male,38,Graduate,Technician,15,Metro,4.33
7634,Female,36,Postgraduate,HR Executive,3,Tier-2,3.91
7635,Male,44,Graduate,Software Engineer,1,Tier-2,4.6
7636,Male,29,PhD,Consultant,2,Tier-2,6.71
7637,Male,24,Postgraduate,Data Analyst,3,Metro,3.86
7638,Male,29,PhD,Consultant,3,Metro,8.33
7639,Female,42,Postgraduate,Consultant,9,Metro,10.27
7640,Male,21,12th Pass,Sales Executive,1,Metro,3.54
7641,Female,21,12th Pass,Technician,1,Metro,3.21
7642,Male,32,Postgraduate,Manager,7,Metro,13.81
7643,Male,28,Postgraduate,Consultant,2,Tier-2,6.59
7644,Female,32,PhD,Research Scholar,7,Metro,5.08
7645,Female,38,Graduate,Software Engineer,5,Rural,4.93
7646,Male,28,Postgraduate,Data Analyst,3,Metro,3.93
7647,Female,21,Graduate,HR Executive,1,Tier-2,2.33
7648,Female,46,Graduate,Teacher,6,Metro,2.67
7649,Male,25,Postgraduate,Consultant,5,Rural,6.65
7650,Female,24,Graduate,Technician,2,Metro,1.98
7651,Female,39,Postgraduate,Data Analyst,12,Metro,7.72
7652,Male,29,Graduate,Data Analyst,4,Metro,5.42
7653,Female,31,Graduate,Teacher,4,Metro,2.63
7654,Male,35,Graduate,Technician,8,Metro,3.87
7655,Male,39,PhD,Research Scholar,2,Tier-2,3.69
7656,Male,29,Postgraduate,Consultant,9,Metro,13.07
7657,Female,42,Graduate,Software Engineer,14,Tier-2,8.64
7658,Female,21,Graduate,HR Executive,1,Tier-2,3.54
7659,Male,37,Postgraduate,Manager,16,Rural,14.48
7660,Male,26,Postgraduate,Manager,6,Metro,14.4
7661,Male,41,Graduate,Sales Executive,5,Metro,3.19
7662,Male,32,Graduate,HR Executive,8,Metro,5.4
7663,Female,27,Postgraduate,Consultant,2,Metro,6.47
7664,Female,36,Graduate,Technician,4,Metro,2.22
7665,Male,38,Postgraduate,Data Analyst,12,Metro,8.35
7666,Male,36,Postgraduate,Data Analyst,0,Metro,3.46
7667,Male,24,Graduate,Technician,0,Tier-2,1.54
7668,Male,28,Graduate,Software Engineer,2,Metro,5.4
7669,Female,31,PhD,Teacher,9,Metro,4.74
7670,Male,31,Graduate,Technician,2,Metro,2.95
7671,Male,37,Graduate,HR Executive,11,Tier-2,6.49
7672,Female,21,Graduate,Technician,1,Tier-2,1.5
7673,Other,34,Postgraduate,HR Executive,7,Tier-2,3.12
7674,Male,29,Postgraduate,Manager,3,Rural,7.94
7675,Male,26,Postgraduate,Consultant,0,Tier-2,5.65
7676,Other,26,Graduate,Data Analyst,4,Metro,4.52
7677,Male,30,Graduate,Software Engineer,6,Metro,8.38
7678,Female,21,Graduate,Technician,1,Rural,1.5
7679,Female,27,PhD,Research Scholar,4,Tier-2,5.17
7680,Male,25,Postgraduate,Manager,3,Tier-2,9.95
7681,Male,35,Graduate,Technician,5,Tier-2,1.92
7682,Male,26,Graduate,HR Executive,5,Metro,4.94
7683,Female,30,Graduate,Technician,2,Tier-2,1.5
7684,Female,42,Postgraduate,HR Executive,2,Metro,3.54
7685,Female,38,Graduate,Teacher,3,Metro,3.1
7686,Male,38,Graduate,HR Executive,12,Metro,6.88
7687,Male,28,Graduate,Sales Executive,4,Tier-2,2.54
7688,Male,35,Postgraduate,Teacher,10,Metro,4.49
7689,Female,30,Postgraduate,Manager,1,Metro,9.11
7690,Female,30,Postgraduate,HR Executive,10,Tier-2,4.85
7691,Male,34,Postgraduate,Data Analyst,9,Metro,7.34
7692,Male,27,Graduate,Teacher,6,Metro,2.55
7693,Female,42,Postgraduate,Data Analyst,9,Tier-2,5.31
7694,Male,30,Graduate,Technician,1,Tier-2,3.13
7695,Female,36,Graduate,HR Executive,5,Metro,5.08
7696,Male,42,Postgraduate,Manager,13,Tier-2,15.75
7697,Male,39,Postgraduate,Manager,1,Metro,10.78
7698,Male,22,Graduate,Software Engineer,1,Metro,4.94
7699,Male,35,Postgraduate,Manager,0,Metro,8.86
7700,Male,37,Postgraduate,Manager,7,Metro,15.54
7701,Male,38,Postgraduate,Data Analyst,15,Tier-2,7.56
7702,Male,24,Graduate,Sales Executive,1,Metro,3.53
7703,Male,27,Postgraduate,HR Executive,4,Metro,4.55
7704,Male,38,Graduate,Sales Executive,0,Metro,3.02
7705,Male,26,Graduate,Teacher,1,Rural,1.5
7706,Male,29,Postgraduate,Manager,5,Metro,13.74
7707,Female,43,Graduate,Technician,11,Rural,2.11
7708,Male,31,Postgraduate,HR Executive,0,Rural,1.63
7709,Male,26,Postgraduate,Consultant,5,Tier-2,8.49
7710,Male,25,Postgraduate,Consultant,4,Tier-2,8
7711,Female,34,PhD,Research Scholar,2,Metro,5.51
7712,Male,22,12th Pass,Sales Executive,0,Metro,1.5
7713,Male,30,Postgraduate,Data Analyst,0,Rural,2.82
7714,Female,34,Graduate,Teacher,0,Metro,2.82
7715,Male,41,Graduate,Software Engineer,13,Metro,11.48
7716,Other,36,Postgraduate,Manager,3,Metro,9.67
7717,Female,27,Graduate,Software Engineer,0,Tier-2,3.36
7718,Female,40,Graduate,Software Engineer,8,Metro,7.96
7719,Female,29,PhD,Research Scholar,0,Metro,4.96
7720,Male,23,Postgraduate,Manager,2,Tier-2,9.09
7721,Female,30,Postgraduate,Data Analyst,3,Metro,3.84
7722,Male,42,PhD,Research Scholar,17,Tier-2,7.15
7723,Male,33,Postgraduate,Consultant,6,Metro,10.53
7724,Male,32,Graduate,Teacher,2,Metro,1.81
7725,Male,43,Postgraduate,Data Analyst,16,Metro,9.13
7726,Male,21,Graduate,Teacher,0,Metro,2.84
7727,Male,23,Graduate,Data Analyst,2,Tier-2,4.07
7728,Male,21,Graduate,Technician,1,Tier-2,1.54
7729,Male,34,Postgraduate,Teacher,3,Metro,4.11
7730,Female,33,Graduate,Data Analyst,0,Rural,2.52
7731,Male,42,Graduate,Software Engineer,6,Metro,8.54
7732,Male,33,Graduate,HR Executive,1,Metro,4.52
7733,Female,29,Postgraduate,Teacher,4,Tier-2,2.21
7734,Female,32,Postgraduate,Manager,7,Metro,13
7735,Male,32,Postgraduate,Manager,6,Tier-2,12.51
7736,Female,21,Graduate,Technician,0,Metro,1.5
7737,Male,50,Postgraduate,Consultant,27,Metro,25.24
7738,Male,35,Postgraduate,Teacher,7,Tier-2,3.1
7739,Female,33,Postgraduate,Manager,12,Metro,16.34
7740,Male,36,PhD,Teacher,13,Metro,4.66
7741,Female,36,PhD,Research Scholar,10,Metro,6.86
7742,Male,31,PhD,Research Scholar,5,Metro,6.59
7743,Female,27,Postgraduate,Teacher,7,Tier-2,2.22
7744,Female,36,PhD,Research Scholar,14,Tier-2,6.45
7745,Male,34,Postgraduate,Manager,12,Tier-2,15.47
7746,Female,26,Postgraduate,HR Executive,3,Metro,4.58
7747,Female,41,PhD,Research Scholar,17,Metro,8.42
7748,Other,34,PhD,Research Scholar,12,Tier-2,5.41
7749,Male,37,Postgraduate,Consultant,17,Metro,17.73
7750,Male,41,Postgraduate,Data Analyst,13,Metro,8.93
7751,Female,32,Graduate,Technician,1,Tier-2,2.65
7752,Male,34,Graduate,HR Executive,5,Metro,4.69
7753,Male,37,Postgraduate,Consultant,1,Tier-2,4.65
7754,Male,26,Graduate,Data Analyst,2,Metro,4.81
7755,Other,32,Postgraduate,Consultant,12,Tier-2,9.89
7756,Male,32,Postgraduate,HR Executive,7,Metro,6.74
7757,Female,25,Postgraduate,Data Analyst,2,Rural,2.06
7758,Male,48,PhD,Teacher,11,Metro,4.72
7759,Male,22,Graduate,HR Executive,0,Rural,1.84
7760,Female,22,Graduate,Data Analyst,0,Metro,3.07
7761,Male,41,Postgraduate,Consultant,15,Tier-2,14.17
7762,Female,36,Postgraduate,Data Analyst,16,Tier-2,8.1
7763,Male,24,Graduate,Software Engineer,3,Metro,7.25
7764,Male,36,Graduate,Software Engineer,6,Metro,8.21
7765,Female,42,PhD,Teacher,9,Rural,2.68
7766,Male,31,Postgraduate,Consultant,3,Metro,8.18
7767,Male,50,Postgraduate,Data Analyst,23,Tier-2,11.01
7768,Male,21,Graduate,Teacher,1,Metro,3.53
7769,Female,36,Graduate,Technician,13,Tier-2,2.88
7770,Female,40,Postgraduate,Manager,13,Metro,16.95
7771,Female,38,Graduate,Teacher,13,Tier-2,3.91
7772,Male,30,Postgraduate,Consultant,8,Metro,12.12
7773,Male,29,Graduate,HR Executive,5,Metro,5.77
7774,Male,35,Postgraduate,Consultant,3,Metro,7.14
7775,Male,37,Postgraduate,Teacher,17,Tier-2,4.36
7776,Male,36,PhD,Research Scholar,14,Metro,9.63
7777,Female,39,Postgraduate,Teacher,18,Metro,5.07
7778,Other,24,Postgraduate,HR Executive,2,Tier-2,2.07
7779,Female,30,Postgraduate,Data Analyst,2,Metro,3.26
7780,Male,25,Postgraduate,Consultant,2,Rural,5.67
7781,Male,29,Graduate,Data Analyst,3,Tier-2,3.65
7782,Male,39,Graduate,Technician,1,Tier-2,2.37
7783,Female,32,Postgraduate,Data Analyst,12,Metro,7.99
7784,Female,50,Graduate,Sales Executive,28,Tier-2,7.65
7785,Female,33,Postgraduate,Data Analyst,4,Metro,4.36
7786,Female,32,Postgraduate,Data Analyst,2,Tier-2,3.12
7787,Female,32,PhD,Research Scholar,9,Metro,7.11
7788,Male,27,PhD,Research Scholar,4,Metro,6.29
7789,Male,31,Graduate,Software Engineer,11,Metro,9.69
7790,Other,39,Graduate,Software Engineer,6,Rural,4.03
7791,Female,32,Postgraduate,Consultant,8,Tier-2,8.05
7792,Female,26,Graduate,Technician,1,Metro,1.98
7793,Male,25,Graduate,Data Analyst,0,Rural,2.52
7794,Male,28,Postgraduate,Manager,5,Metro,13.05
7795,Male,32,PhD,Research Scholar,11,Tier-2,7.16
7796,Male,40,Postgraduate,Teacher,5,Tier-2,2.8
7797,Female,22,Graduate,Data Analyst,2,Tier-2,3.25
7798,Male,29,Graduate,HR Executive,2,Metro,4.04
7799,Female,33,Postgraduate,Manager,13,Metro,16.68
7800,Male,21,Graduate,Software Engineer,1,Tier-2,4.91
7801,Male,26,Postgraduate,Data Analyst,4,Metro,4.6
7802,Male,27,Graduate,Sales Executive,0,Metro,2.85
7803,Male,26,PhD,Consultant,3,Tier-2,6.77
7804,Female,33,Postgraduate,HR Executive,4,Tier-2,2.85
7805,Male,30,Postgraduate,Manager,2,Metro,9.95
7806,Male,28,PhD,Consultant,4,Metro,7.95
7807,Female,34,Graduate,Teacher,7,Metro,3.93
7808,Male,44,Graduate,HR Executive,7,Tier-2,4.57
7809,Male,43,Postgraduate,Consultant,13,Tier-2,13.04
7810,Male,21,Graduate,Software Engineer,1,Tier-2,4.46
7811,Female,36,Postgraduate,Data Analyst,16,Tier-2,6.65
7812,Female,30,Graduate,HR Executive,10,Tier-2,5.51
7813,Female,33,Postgraduate,Manager,9,Metro,15.34
7814,Female,29,Graduate,Software Engineer,5,Metro,5.74
7815,Male,32,Postgraduate,Consultant,11,Tier-2,10.7
7816,Male,33,Graduate,Technician,10,Metro,4.63
7817,Female,27,PhD,Research Scholar,1,Rural,3.68
7818,Female,25,Graduate,Software Engineer,5,Rural,4.95
7819,Female,28,Postgraduate,Data Analyst,8,Metro,5.22
7820,Male,33,Graduate,Software Engineer,11,Metro,11.09
7821,Male,36,Graduate,Software Engineer,14,Metro,12.88
7822,Male,37,PhD,Research Scholar,6,Tier-2,5.63
7823,Male,28,Graduate,Data Analyst,1,Tier-2,3.48
7824,Male,33,Postgraduate,Consultant,0,Metro,5.5
7825,Female,38,Graduate,Software Engineer,14,Tier-2,9.45
7826,Male,40,Postgraduate,Consultant,1,Tier-2,6.03
7827,Male,31,Graduate,Technician,5,Metro,3.44
7828,Other,30,Postgraduate,Consultant,1,Metro,5.48
7829,Male,33,Postgraduate,Data Analyst,9,Metro,6.63
7830,Male,23,Graduate,Software Engineer,3,Metro,6.55
7831,Female,30,Graduate,Software Engineer,9,Metro,7.78
7832,Female,37,Postgraduate,HR Executive,12,Metro,5.52
7833,Male,36,Postgraduate,Consultant,10,Rural,9.02
7834,Female,30,Graduate,Data Analyst,5,Metro,5.35
7835,Male,33,Postgraduate,HR Executive,1,Metro,4.27
7836,Female,26,PhD,Consultant,4,Metro,8.6
7837,Male,36,Graduate,Technician,12,Tier-2,3.48
7838,Male,31,Postgraduate,Data Analyst,5,Tier-2,4.51
7839,Male,30,Postgraduate,Manager,8,Tier-2,12.86
7840,Female,29,Graduate,HR Executive,5,Tier-2,3.71
7841,Female,31,Graduate,HR Executive,9,Tier-2,4.7
7842,Female,28,Graduate,Software Engineer,4,Metro,6.74
7843,Male,36,Postgraduate,HR Executive,0,Tier-2,2.44
7844,Female,29,Graduate,Sales Executive,9,Metro,4.15
7845,Male,43,Postgraduate,Data Analyst,4,Tier-2,4.38
7846,Male,42,Postgraduate,Manager,20,Metro,23.89
7847,Male,25,Graduate,Sales Executive,5,Rural,2.84
7848,Male,32,Postgraduate,Manager,6,Metro,13.06
7849,Male,27,PhD,Consultant,4,Metro,8.95
7850,Female,29,Graduate,Software Engineer,3,Tier-2,4.2
7851,Male,46,Postgraduate,Consultant,22,Tier-2,16.59
7852,Male,29,Postgraduate,Data Analyst,4,Metro,4.8
7853,Female,34,Graduate,HR Executive,5,Metro,4.38
7854,Male,35,Graduate,Software Engineer,3,Metro,7.21
7855,Male,24,Graduate,HR Executive,3,Metro,4.3
7856,Male,26,Graduate,Data Analyst,0,Metro,4.6
7857,Male,23,Graduate,Technician,1,Metro,3.39
7858,Female,25,Postgraduate,Consultant,3,Rural,4.29
7859,Female,21,Graduate,HR Executive,0,Tier-2,2.03
7860,Male,35,Graduate,Teacher,3,Metro,2.4
7861,Male,46,Postgraduate,Consultant,10,Metro,12.52
7862,Male,33,Graduate,Data Analyst,7,Metro,6.68
7863,Male,22,12th Pass,Sales Executive,2,Metro,2.05
7864,Male,27,Graduate,Technician,0,Tier-2,2.06
7865,Male,28,Graduate,Data Analyst,2,Metro,4.62
7866,Female,24,Postgraduate,Manager,0,Rural,5.86
7867,Male,38,Graduate,Technician,16,Metro,5.26
7868,Male,37,Postgraduate,Teacher,2,Metro,3.59
7869,Male,23,Graduate,Data Analyst,2,Rural,3.18
7870,Male,37,Graduate,HR Executive,8,Metro,7.09
7871,Male,42,PhD,Research Scholar,16,Metro,9.67
7872,Female,45,Graduate,HR Executive,22,Metro,9.01
7873,Male,52,PhD,Consultant,22,Metro,20.39
7874,Male,25,Graduate,Data Analyst,0,Metro,2.43
7875,Male,51,Postgraduate,Consultant,28,Rural,16.14
7876,Male,29,PhD,Consultant,9,Rural,7.62
7877,Male,27,Graduate,Teacher,1,Tier-2,1.6
7878,Male,34,Postgraduate,Teacher,7,Metro,4.42
7879,Male,27,Postgraduate,HR Executive,1,Rural,2.42
7880,Male,34,Graduate,Sales Executive,12,Tier-2,4.39
7881,Female,22,Graduate,HR Executive,1,Metro,2.49
7882,Male,30,Graduate,Teacher,1,Metro,2.7
7883,Female,40,Graduate,Technician,18,Tier-2,4.22
7884,Female,31,Graduate,Technician,7,Tier-2,3.31
7885,Female,32,PhD,Teacher,2,Metro,2.48
7886,Male,35,Graduate,Software Engineer,0,Metro,3.62
7887,Female,40,Graduate,Teacher,15,Rural,2.61
7888,Male,21,Graduate,Sales Executive,0,Metro,1.85
7889,Male,36,Graduate,Sales Executive,14,Metro,5.37
7890,Female,30,Postgraduate,Consultant,3,Rural,5.11
